x,y,z
18483,9473.68,1696.09
18390.1,9566.56,1689.25
18390.1,9659.44,1681.34
18483,9566.56,1677.28
18575.9,9659.44,1674.22
18575.9,9752.32,1671.37
18483,9659.44,1667.84
18483,9752.32,1664.52
18483,9845.2,1662.73
18483,9938.08,1659.34
18390.1,10031,1651.43
18297.2,10123.8,1646.37
18204.3,10216.7,1644.71
18204.3,10309.6,1640.39
18111.5,10309.6,1637.73
18018.6,10402.5,1638.13
18111.5,10495.4,1632.22
18111.5,10402.5,1626.63
18018.6,10495.4,1624.11
18018.6,10588.2,1620.98
17925.7,10681.1,1616.07
17925.7,10774,1615.53
17925.7,10866.9,1620.12
17832.8,10959.8,1619.52
17832.8,11052.6,1617.06
17832.8,11145.5,1612.81
17925.7,11145.5,1610.55
18018.6,11145.5,1608.42
18111.5,11145.5,1606.29
18204.3,11238.4,1604.5
18204.3,11331.3,1605.63
18204.3,11424.1,1607.03
18204.3,11517,1605.56
18204.3,11609.9,1605.5
18204.3,11702.8,1604.9
18204.3,11795.7,1603.17
18204.3,11888.5,1597.65
18204.3,11981.4,1590.54
18204.3,12074.3,1586.69
18297.2,12167.2,1587.15
18390.1,12260.1,1584.69
18483,12352.9,1582.96
18575.9,12445.8,1579.04
18668.7,12538.7,1576.45
18761.6,12631.6,1573.73
18854.5,12724.5,1563.09
18947.4,12817.3,1555.38
19040.2,12910.2,1561.69
19040.2,13003.1,1566.08
19040.2,13096,1566.28
19133.1,13188.9,1578.78
19133.1,13096,1582.76
19133.1,13003.1,1589.01
19226,13096,1598.85
19226,13003.1,1606.63
19318.9,13096,1616.33
19318.9,13003.1,1619.65
19411.8,13096,1630.36
19411.8,13003.1,1636.27
19504.6,13096,1646.24
19504.6,13003.1,1653.02
19504.6,12910.2,1666.85
19597.5,13003.1,1675.82
19597.5,12910.2,1681.07
19504.6,12817.3,1692.57
19597.5,12817.3,1706.99
19690.4,12910.2,1700.95
19690.4,13003.1,1712.51
19783.3,13096,1736.11
19783.3,13188.9,1742.02
19690.4,13281.7,1726.67
19690.4,13374.6,1725.34
19597.5,13467.5,1752.72
19690.4,13467.5,1764.56
19597.5,13560.4,1783.43
19690.4,13653.3,1800.65
19783.3,13746.1,1804.5
19876.2,13839,1805.83
19969,13931.9,1791.14
20061.9,13931.9,1802.38
20154.8,13839,1812.81
20247.7,13839,1791.34
20340.6,13931.9,1788.55
20433.4,13931.9,1783.57
20526.3,13931.9,1773.33
20619.2,13931.9,1799.52
20712.1,14024.8,1806.43
20619.2,14117.6,1806.83
20526.3,14210.5,1813.87
20526.3,14303.4,1812.68
20619.2,14396.3,1828.43
20712.1,14489.2,1848.04
20712.1,14582,1847.71
20619.2,14674.9,1868.31
20526.3,14767.8,1871.7
20526.3,14860.7,1877.68
20619.2,14860.7,1898.02
20619.2,14767.8,1913.78
20712.1,14674.9,1906
20805,14582,1922.75
20805,14674.9,1940.96
20712.1,14767.8,1948.87
20805,14860.7,1968.41
20805,14953.6,1974.66
20805,15046.4,1988.29
20805,15139.3,1999.45
20805,15232.2,1992.48
20897.8,15325.1,2005.64
20990.7,15325.1,2022.98
20897.8,15232.2,2037.01
20897.8,15139.3,2046.25
20990.7,15232.2,2065.59
20990.7,15139.3,2089.45
20990.7,15046.4,2091.65
