x,y,z
17832.8,-17089.8,1713.64
17832.8,-17182.7,1717.1
17925.7,-17089.8,1733.05
18018.6,-16996.9,1738.43
18111.5,-16904,1747.07
18018.6,-16904,1752.66
18018.6,-16904,1752.66
18111.5,-16904,1747.07
18018.6,-16996.9,1738.43
17925.7,-17089.8,1733.05
17832.8,-17182.7,1717.1
17832.8,-17089.8,1713.64
17739.9,-17182.7,1689.25
17647.1,-17182.7,1665.12
17739.9,-17275.5,1656.35
17647.1,-17275.5,1653.69
17554.2,-17182.7,1653.55
17461.3,-17182.7,1647.5
17554.2,-17275.5,1631.82
17554.2,-17368.4,1628.3
17461.3,-17275.5,1614.4
17368.4,-17368.4,1596.39
17275.5,-17461.3,1588.55
17182.7,-17368.4,1576.32
17182.7,-17461.3,1572.73
17089.8,-17461.3,1566.35
16996.9,-17554.2,1559.63
16904,-17647.1,1556.04
16811.1,-17739.9,1550.93
16904,-17739.9,1544.61
16996.9,-17739.9,1538.5
16904,-17832.8,1526.33
16996.9,-17925.7,1517.43
16904,-17925.7,1505.66
16996.9,-17832.8,1495.82
17089.8,-17832.8,1490.57
17182.7,-17739.9,1464.38
17275.5,-17647.1,1448.9
17368.4,-17647.1,1435.47
17461.3,-17647.1,1422.31
17554.2,-17647.1,1406.16
17554.2,-17739.9,1399.05
17647.1,-17739.9,1391.47
17739.9,-17647.1,1376.91
17832.8,-17647.1,1372.86
17925.7,-17554.2,1360.56
18018.6,-17554.2,1349.86
18111.5,-17554.2,1347.07
18204.3,-17554.2,1346
18297.2,-17647.1,1343.74
18390.1,-17739.9,1325.6
18390.1,-17647.1,1304.33
18483,-17647.1,1297.22
18575.9,-17554.2,1284.26
18483,-17554.2,1277.14
18575.9,-17461.3,1264.65
18668.7,-17368.4,1260.93
18761.6,-17275.5,1253.68
18854.5,-17182.7,1240.98
18854.5,-17089.8,1242.11
18947.4,-16996.9,1246.5
19040.2,-16904,1246.57
19133.1,-16904,1237.86
19226,-16811.1,1240.19
19318.9,-16718.3,1233.87
19411.8,-16625.4,1234.6
19504.6,-16625.4,1237.86
19597.5,-16532.5,1232.68
19690.4,-16532.5,1225.43
19783.3,-16439.6,1224.7
19876.2,-16439.6,1208.61
19969,-16439.6,1195.12
20061.9,-16439.6,1178.24
20154.8,-16439.6,1164.55
20247.7,-16439.6,1172.39
20340.6,-16346.7,1160.23
20433.4,-16253.9,1141.28
20526.3,-16161,1146.73
20619.2,-16161,1131.84
20712.1,-16161,1134.3
20805,-16161,1140.48
20897.8,-16161,1142.88
20990.7,-16161,1146.53
21083.6,-16161,1155.77
21176.5,-16253.9,1165.48
21269.3,-16346.7,1158.03
21362.2,-16346.7,1159.3
21455.1,-16253.9,1163.62
21548,-16161,1161.89
21640.9,-16253.9,1155.04
21733.7,-16253.9,1153.11
21826.6,-16346.7,1151.39
21826.6,-16253.9,1138.69
21919.5,-16253.9,1132.24
22012.4,-16161,1122.14
22105.3,-16068.1,1108.85
22198.1,-15975.2,1103.53
22291,-15882.4,1101.27
22198.1,-15882.4,1086.18
22291,-15789.5,1075.88
22383.9,-15696.6,1070.03
22476.8,-15603.7,1056.6
22383.9,-15603.7,1054.14
22476.8,-15510.8,1035.66
22569.7,-15510.8,1032.87
22662.5,-15418,1016.39
22755.4,-15325.1,1005.95
22848.3,-15232.2,1004.09
22941.2,-15139.3,988.405
23034.1,-15139.3,995.783
23126.9,-15139.3,977.438
23219.8,-15139.3,962.948
23126.9,-15046.4,939.75
23034.1,-15046.4,936.493
22941.2,-14953.6,928.65
23034.1,-14953.6,915.157
23126.9,-14860.7,896.945
23034.1,-14767.8,892.691
23126.9,-14767.8,884.249
23219.8,-14767.8,866.17
23219.8,-14674.9,858.061
23312.7,-14674.9,848.622
23405.6,-14582,843.571
23312.7,-14582,835.462
23405.6,-14674.9,830.211
23498.5,-14582,812.397
23591.3,-14674.9,807.478
23498.5,-14674.9,804.554
23591.3,-14582,788.734
23498.5,-14489.2,781.223
23591.3,-14489.2,772.051
23498.5,-14396.3,752.775
23405.6,-14396.3,754.37
23312.7,-14396.3,754.836
23219.8,-14396.3,747.458
23126.9,-14396.3,738.883
23034.1,-14489.2,736.357
22941.2,-14582,731.173
22848.3,-14582,725.789
22755.4,-14489.2,724.925
22848.3,-14396.3,721.867
22755.4,-14303.4,720.937
22662.5,-14303.4,723.13
22569.7,-14210.5,716.084
22476.8,-14210.5,725.922
22383.9,-14117.6,741.077
22291,-14117.6,734.496
22198.1,-14117.6,742.738
22105.3,-14117.6,737.288
22012.4,-14117.6,723.994
21919.5,-14024.8,725.124
21826.6,-13931.9,727.783
21733.7,-13931.9,722.931
21640.9,-13931.9,724.858
21548,-13931.9,724.46
21455.1,-13839,730.641
21362.2,-13839,739.88
21269.3,-13839,757.627
21176.5,-13839,753.706
21083.6,-13839,759.621
20990.7,-13746.1,764.673
20897.8,-13746.1,769.459
20805,-13839,767.996
20712.1,-13839,759.555
20619.2,-13839,763.476
20526.3,-13839,765.936
20433.4,-13839,765.736
20340.6,-13839,776.837
20247.7,-13746.1,770.589
20154.8,-13653.3,784.148
20061.9,-13560.4,785.012
19969,-13467.5,789.798
19876.2,-13467.5,791.526
19783.3,-13374.6,785.344
19690.4,-13374.6,783.55
19597.5,-13281.7,777.036
19504.6,-13188.9,775.241
19411.8,-13096,782.619
19318.9,-13096,782.22
19226,-13003.1,784.281
19226,-12910.2,783.882
19133.1,-12817.3,786.74
19040.2,-12817.3,784.148
18947.4,-12724.5,790.529
18854.5,-12724.5,786.408
18761.6,-12724.5,789.133
18668.7,-12631.6,788.136
18575.9,-12538.7,788.867
18483,-12445.8,791.327
18390.1,-12352.9,792.922
18297.2,-12260.1,793.985
18204.3,-12167.2,796.179
18111.5,-12167.2,796.644
18018.6,-12167.2,798.572
17925.7,-12167.2,802.427
17832.8,-12074.3,804.221
17739.9,-11981.4,806.814
17647.1,-11888.5,811.666
17554.2,-11795.7,816.053
17461.3,-11702.8,819.243
17368.4,-11609.9,820.839
17275.5,-11517,821.304
17182.7,-11424.1,825.824
17089.8,-11331.3,827.951
16996.9,-11331.3,830.942
16904,-11331.3,834.332
16811.1,-11331.3,839.45
16718.3,-11238.4,837.721
16625.4,-11238.4,842.374
16532.5,-11145.5,847.027
16439.6,-11052.6,853.142
16346.7,-10959.8,855.668
16253.9,-10866.9,858.061
16161,-10774,861.052
16068.1,-10681.1,859.789
16068.1,-10588.2,864.242
15975.2,-10495.4,864.043
15882.4,-10402.5,871.687
15882.4,-10309.6,876.605
15789.5,-10309.6,880.527
15696.6,-10216.7,879.065
15603.7,-10216.7,882.588
15510.8,-10123.8,883.983
15510.8,-10031,886.243
15418,-9938.08,890.497
15325.1,-9845.2,891.228
15232.2,-9752.32,895.017
15139.3,-9659.44,895.682
15046.4,-9566.56,895.017
14953.6,-9473.68,896.214
14860.7,-9473.68,896.679
14767.8,-9380.8,896.745
14674.9,-9287.93,898.407
14582,-9287.93,898.606
14489.2,-9195.05,904.389
14396.3,-9102.17,906.25
14303.4,-9102.17,907.846
14210.5,-9009.29,910.305
14117.6,-8916.41,911.435
14024.8,-8916.41,913.961
13931.9,-8823.53,915.955
13839,-8823.53,916.819
13746.1,-8823.53,919.411
13653.3,-8730.65,920.408
13560.4,-8637.77,923.466
13467.5,-8544.89,925.327
13374.6,-8452.01,927.321
13281.7,-8359.13,929.248
13188.9,-8359.13,930.578
13096,-8266.25,932.372
13003.1,-8266.25,934.433
12910.2,-8173.37,937.69
12817.3,-8080.5,940.481
12724.5,-8080.5,940.614
12631.6,-8080.5,940.548
12538.7,-8080.5,941.611
12445.8,-8080.5,943.738
12352.9,-8080.5,946.862
12260.1,-7987.62,949.255
12167.2,-7987.62,949.255
12074.3,-7987.62,950.053
11981.4,-7987.62,951.449
11888.5,-7987.62,952.778
11795.7,-7987.62,957.896
11702.8,-7987.62,961.818
11609.9,-7987.62,964.144
11517,-7987.62,967.866
11424.1,-7894.74,973.649
11331.3,-7894.74,975.71
11238.4,-7801.86,979.897
11145.5,-7708.98,981.16
11052.6,-7616.1,985.348
10959.8,-7616.1,985.746
10866.9,-7616.1,989.07
10774,-7616.1,990.864
10681.1,-7616.1,992.393
10588.2,-7616.1,995.65
10495.4,-7523.22,1001.7
10402.5,-7523.22,1001.83
10309.6,-7616.1,998.708
10216.7,-7616.1,996.647
10123.8,-7616.1,998.309
10031,-7616.1,1001.57
9938.08,-7616.1,1001.3
9845.2,-7616.1,999.505
9752.32,-7616.1,1002.16
9659.44,-7523.22,1004.82
9566.56,-7430.34,1010.8
9473.68,-7523.22,1017.98
9380.8,-7430.34,1025.43
9380.8,-7337.46,1026.23
9380.8,-7244.58,1028.35
9287.93,-7151.7,1041.18
9195.05,-7151.7,1045.97
9195.05,-7058.82,1051.75
9102.17,-6965.94,1052.95
9009.29,-6873.07,1053.08
8916.41,-6780.19,1053.74
8823.53,-6687.31,1055.8
8730.65,-6687.31,1056.07
8637.77,-6594.43,1064.98
8730.65,-6594.43,1070.23
8637.77,-6501.55,1074.55
8637.77,-6408.67,1074.42
8637.77,-6315.79,1076.08
8544.89,-6222.91,1077.07
8544.89,-6130.03,1083.06
8452.01,-6037.15,1083.59
8359.13,-5944.27,1095.42
8266.25,-5944.27,1108.38
8173.37,-5851.39,1105.59
8080.5,-5758.51,1109.24
8080.5,-5665.63,1124.13
7987.62,-5572.76,1130.91
7987.62,-5479.88,1137.43
7987.62,-5387,1143.08
7987.62,-5294.12,1151.92
7987.62,-5201.24,1157.5
7987.62,-5108.36,1166.27
7987.62,-5015.48,1175.45
7987.62,-4922.6,1174.65
7987.62,-4829.72,1175.25
7987.62,-4736.84,1178.31
8080.5,-4643.96,1176.98
7987.62,-4551.08,1182.16
7987.62,-4458.2,1180.17
7894.74,-4365.33,1190.73
7801.86,-4272.45,1197.58
7801.86,-4179.57,1198.31
7894.74,-4086.69,1201.97
7987.62,-3993.81,1203.5
7987.62,-3900.93,1205.42
7987.62,-3808.05,1207.55
7987.62,-3715.17,1209.48
8080.5,-3808.05,1215.66
8080.5,-3715.17,1218.25
7987.62,-3622.29,1222.77
7987.62,-3529.41,1224.17
7894.74,-3436.53,1229.02
7894.74,-3343.65,1229.55
7894.74,-3250.77,1233.54
7987.62,-3157.89,1237.59
7894.74,-3065.02,1242.45
7801.86,-2972.14,1244.37
7801.86,-2879.26,1247.96
7708.98,-2786.38,1251.69
7708.98,-2693.5,1254.94
7708.98,-2600.62,1259.8
7616.1,-2507.74,1263.98
7708.98,-2414.86,1270.5
7708.98,-2321.98,1275.08
7708.98,-2229.1,1281
7616.1,-2136.22,1288.18
7523.22,-2043.34,1295.42
7616.1,-2043.34,1299.34
7708.98,-1950.46,1306.72
7801.86,-2043.34,1313.77
7801.86,-1950.46,1320.61
7801.86,-1857.59,1325.67
7801.86,-1764.71,1332.38
7801.86,-1671.83,1338.43
7708.98,-1578.95,1347.13
7801.86,-1578.95,1350.06
7708.98,-1486.07,1358.83
7801.86,-1486.07,1361.09
7894.74,-1486.07,1367.94
7801.86,-1393.19,1376.51
7894.74,-1393.19,1378.77
7987.62,-1300.31,1395.32
7894.74,-1300.31,1396.59
7987.62,-1207.43,1408.82
8080.5,-1207.43,1410.74
8173.37,-1114.55,1423.71
8080.5,-1114.55,1425.83
8173.37,-1021.67,1435.34
8080.5,-1021.67,1442.25
8173.37,-928.793,1452.75
8266.25,-835.913,1462.26
8359.13,-743.034,1473.56
8452.01,-743.034,1477.35
8544.89,-835.913,1485.19
8637.77,-743.034,1489.11
8637.77,-650.155,1494.3
8544.89,-557.276,1499.55
8544.89,-464.396,1507.19
8637.77,-464.396,1514.44
8730.65,-557.276,1519.09
8730.65,-464.396,1523.21
8823.53,-557.276,1528.26
8823.53,-464.396,1531.72
8916.41,-557.276,1540.56
8916.41,-464.396,1545.74
8916.41,-371.517,1553.39
9009.29,-464.396,1556.64
9009.29,-371.517,1560.76
9102.17,-371.517,1564.69
9195.05,-278.638,1571.2
9287.93,-185.759,1579.37
9380.8,-185.759,1581.77
9473.68,-92.8793,1587.35
9473.68,3.63798e-12,1589.28
9566.56,92.8793,1589.61
9566.56,185.759,1593.67
9659.44,278.638,1601.38
9752.32,278.638,1603.7
9845.2,278.638,1606.76
9938.08,278.638,1608.89
10031,278.638,1611.28
10123.8,278.638,1614.4
10216.7,278.638,1616.2
10309.6,371.517,1617.26
10402.5,464.396,1623.51
10495.4,464.396,1623.44
10588.2,557.276,1625.97
10681.1,650.155,1626.23
10774,743.034,1626.23
10866.9,835.913,1626.63
10959.8,928.793,1629.23
11052.6,928.793,1630.95
11145.5,1021.67,1634.41
11238.4,1021.67,1634.88
11331.3,1114.55,1636.21
11424.1,1207.43,1636.34
11517,1300.31,1637.07
11609.9,1393.19,1640.72
11702.8,1393.19,1643.45
11795.7,1486.07,1646.18
11795.7,1578.95,1646.51
11888.5,1671.83,1646.37
11981.4,1764.71,1648.5
12074.3,1857.59,1649.96
12167.2,1950.46,1652.89
12260.1,2043.34,1654.82
12352.9,2136.22,1654.88
12445.8,2229.1,1660.13
12445.8,2321.98,1663.26
12445.8,2414.86,1665.85
12538.7,2507.74,1676.09
12631.6,2507.74,1681.67
12724.5,2507.74,1688.91
12724.5,2600.62,1695.63
12817.3,2600.62,1700.81
12910.2,2693.5,1706.93
12910.2,2786.38,1714.64
13003.1,2786.38,1719.36
13003.1,2879.26,1725.14
13096,2972.14,1731.25
13188.9,3065.02,1733.71
13188.9,3157.89,1736.11
13281.7,3250.77,1737.7
13374.6,3343.65,1745.08
13467.5,3436.53,1747.87
13560.4,3529.41,1750.53
13560.4,3622.29,1751.93
13653.3,3715.17,1755.58
13746.1,3715.17,1756.45
13839,3715.17,1757.31
13931.9,3808.05,1759.9
14024.8,3900.93,1761.23
14117.6,3993.81,1761.7
14210.5,4086.69,1764.82
14303.4,4179.57,1770.47
14396.3,4272.45,1775.06
14489.2,4365.33,1777.25
14582,4458.2,1777.32
14674.9,4551.08,1783.7
14767.8,4643.96,1789.02
14860.7,4736.84,1792.34
14860.7,4829.72,1797.39
14767.8,4922.6,1801.84
14860.7,5015.48,1808.62
14767.8,5108.36,1815.27
14674.9,5201.24,1826.04
14767.8,5294.12,1837.27
14860.7,5387,1843.59
14860.7,5294.12,1847.11
14953.6,5387,1853.56
15046.4,5479.88,1857.41
15139.3,5479.88,1862.13
15139.3,5572.76,1871.5
15232.2,5572.76,1877.49
15232.2,5665.63,1889.98
15139.3,5758.51,1903.81
15232.2,5851.39,1912.58
15325.1,5851.39,1926.87
15325.1,5944.27,1932.26
15232.2,5944.27,1944.55
15325.1,6037.15,1957.45
15418,6130.03,1974.66
15510.8,6037.15,1980.44
15510.8,6130.03,1988.09
15418,6222.91,1993.41
15510.8,6315.79,1999.26
15510.8,6408.67,2010.69
15603.7,6315.79,2022.19
15603.7,6408.67,2027.17
15510.8,6501.55,2039.87
15418,6501.55,2047.78
15325.1,6408.67,2056.42
15325.1,6501.55,2062
15325.1,6594.43,2067.05
15325.1,6687.31,2085.13
15232.2,6594.43,2091.45
15232.2,6687.31,2113.78
15139.3,6594.43,2131.53
15139.3,6687.31,2131.73
15232.2,6780.19,2143.89
15325.1,6873.07,2161.04
15418,6780.19,2153.59
15510.8,6780.19,2174.13
15603.7,6780.19,2182.97
15696.6,6687.31,2183.17
15789.5,6594.43,2209.43
15882.4,6501.55,2222.32
15975.2,6408.67,2242.13
16068.1,6315.79,2275.83
16068.1,6408.67,2305.21
16068.1,6501.55,2331.13
16161,6408.67,2352.14
16161,6501.55,2363.24
16161,6594.43,2384.51
16068.1,6687.31,2399.39
15975.2,6780.19,2398
15882.4,6873.07,2400.92
15882.4,6965.94,2407.64
15789.5,7058.82,2403.38
15789.5,7151.7,2432.16
15696.6,7244.58,2451.51
15789.5,7244.58,2462.14
15789.5,7337.46,2482.01
15696.6,7337.46,2500.63
15789.5,7430.34,2502.75
15882.4,7523.22,2495.77
15975.2,7616.1,2467.86
15975.2,7708.98,2440.41
16068.1,7708.98,2431.76
16161,7708.98,2437.61
16253.9,7708.98,2430.43
16346.7,7616.1,2427.38
16439.6,7616.1,2424.98
16346.7,7708.98,2417.54
16253.9,7801.86,2402.32
16161,7801.86,2393.68
16068.1,7894.74,2390.29
16068.1,7987.62,2391.22
16068.1,8080.5,2409.17
16161,8173.37,2378.46
16161,8266.25,2401.72
16161,8359.13,2419.4
16161,8452.01,2429.77
16161,8544.89,2436.48
16161,8637.77,2437.28
16161,8730.65,2446.72
16161,8823.53,2452.64
16161,8916.41,2437.95
16161,9009.29,2430.7
16161,9102.17,2427.98
16068.1,9195.05,2456.49
16068.1,9287.93,2461.28
16068.1,9380.8,2468.26
16068.1,9473.68,2470.71
16068.1,9566.56,2488.46
16068.1,9659.44,2500.16
16068.1,9752.32,2512.39
16068.1,9845.2,2522.43
16068.1,9938.08,2521.43
15975.2,10031,2539.71
15975.2,10123.8,2537.65
15975.2,10216.7,2554.73
15882.4,10123.8,2573.34
15882.4,10216.7,2588.83
15882.4,10309.6,2608.37
15882.4,10402.5,2619.34
15975.2,10495.4,2630.64
15882.4,10495.4,2640.47
15975.2,10588.2,2642.6
15975.2,10681.1,2651.57
16068.1,10774,2674.24
15975.2,10866.9,2655.3
15882.4,10866.9,2615.42
15789.5,10866.9,2628.71
15696.6,10959.8,2586.7
15603.7,10959.8,2596.14
15510.8,10959.8,2605.65
15418,11052.6,2606.31
15418,10959.8,2638.35
15325.1,11052.6,2646.19
15232.2,11052.6,2649.25
15139.3,11052.6,2661.21
15046.4,11052.6,2666.2
14953.6,11052.6,2677.43
14860.7,11052.6,2698.63
14767.8,11145.5,2694.78
14767.8,11238.4,2688.6
14674.9,11331.3,2705.48
14582,11424.1,2700.43
14489.2,11517,2697.11
14396.3,11609.9,2705.21
14396.3,11702.8,2710.53
14396.3,11795.7,2714.59
14396.3,11888.5,2729.68
14396.3,11981.4,2741.77
14396.3,12074.3,2739.91
14396.3,12167.2,2745.69
14396.3,12260.1,2745.63
14489.2,12352.9,2757.26
14582,12445.8,2741.24
14582,12538.7,2758.39
14674.9,12631.6,2764.64
14767.8,12724.5,2765.04
14860.7,12817.3,2756.93
14767.8,12910.2,2780.26
14767.8,12817.3,2789.9
14674.9,12910.2,2812.83
14582,12817.3,2831.9
14582,12910.2,2835.56
14489.2,12817.3,2845.4
14489.2,12910.2,2857.36
14582,13003.1,2858.62
14674.9,13096,2861.22
14674.9,13188.9,2874.84
14767.8,13281.7,2863.74
14860.7,13281.7,2862.88
14953.6,13281.7,2880.49
15046.4,13374.6,2889.66
15139.3,13467.5,2901.36
15232.2,13560.4,2919.18
15139.3,13560.4,2948.49
15232.2,13653.3,2967.3
15325.1,13653.3,2969.16
15418,13653.3,2994.82
15510.8,13653.3,3032.11
15603.7,13560.4,3039.75
15603.7,13653.3,3067.47
15696.6,13746.1,3071.39
15603.7,13839,3080.96
15510.8,13931.9,3089.8
15510.8,14024.8,3112.86
15603.7,14117.6,3084.88
15696.6,14210.5,3061.95
15789.5,14303.4,3083.02
15696.6,14303.4,3099.5
15789.5,14396.3,3114.86
15696.6,14489.2,3094.59
15603.7,14582,3129.55
15603.7,14674.9,3133.2
15603.7,14767.8,3126.23
15510.8,14860.7,3127.75
15418,14767.8,3134.73
15325.1,14767.8,3142.78
15232.2,14767.8,3145.23
15139.3,14767.8,3159.92
15046.4,14767.8,3177.87
14953.6,14767.8,3171.16
14860.7,14767.8,3166.77
14767.8,14767.8,3185.85
14674.9,14860.7,3162.92
14582,14767.8,3146.96
14489.2,14767.8,3121.44
14396.3,14767.8,3117.38
14303.4,14767.8,3102.63
14396.3,14860.7,3088.34
14489.2,14953.6,3079.23
14489.2,15046.4,3073.72
14396.3,14953.6,3063.41
14396.3,15046.4,3045.07
14303.4,14953.6,3043.21
14210.5,14860.7,3034.3
14117.6,14767.8,3041.01
14024.8,14767.8,3039.82
13931.9,14767.8,3042.01
13839,14767.8,3040.75
13746.1,14860.7,3021.21
13653.3,14953.6,3024.46
13560.4,14953.6,3038.35
13467.5,14953.6,3033.5
13374.6,14953.6,3026.39
13281.7,14953.6,3023.2
13188.9,14953.6,3026.06
13096,14953.6,3031.57
13003.1,14953.6,3045.53
12910.2,15046.4,3043.21
12817.3,15139.3,3041.54
12724.5,15232.2,3050.32
12631.6,15325.1,3058.69
12538.7,15418,3062.15
12445.8,15510.8,3074.51
12445.8,15603.7,3082.75
12445.8,15696.6,3094.98
12538.7,15789.5,3085.08
12538.7,15882.4,3095.98
12631.6,15975.2,3089.6
12724.5,16068.1,3100.5
12817.3,16161,3105.42
12910.2,16253.9,3110.54
13003.1,16346.7,3115.46
12910.2,16346.7,3122.24
13003.1,16439.6,3127.62
12910.2,16439.6,3132.14
12817.3,16439.6,3139.72
12910.2,16532.5,3144.44
12817.3,16532.5,3150.35
12724.5,16532.5,3158.99
12724.5,16625.4,3167.04
12631.6,16532.5,3172.42
12631.6,16625.4,3182.59
12724.5,16718.3,3187.91
12631.6,16718.3,3193.69
12538.7,16625.4,3201.07
12538.7,16718.3,3201.93
12538.7,16811.1,3214.03
12445.8,16718.3,3226.19
12445.8,16811.1,3272.72
12538.7,16904,3283.42
12445.8,16996.9,3277.44
12538.7,16996.9,3275.31
12631.6,17089.8,3295.19
12724.5,17182.7,3290.6
12817.3,17089.8,3297.85
12910.2,16996.9,3299.77
12817.3,16996.9,3314.53
12724.5,17089.8,3321.11
12631.6,16996.9,3327.69
12724.5,16904,3350.09
12817.3,16904,3341.32
12910.2,16811.1,3327.23
13003.1,16718.3,3351.42
13096,16718.3,3368.44
13188.9,16811.1,3401.34
13188.9,16811.1,3401.34
13096,16718.3,3368.44
13003.1,16718.3,3351.42
12910.2,16811.1,3327.23
12817.3,16904,3341.32
12724.5,16904,3350.09
12631.6,16996.9,3327.69
12724.5,17089.8,3321.11
12817.3,16996.9,3314.53
12910.2,16996.9,3299.77
12817.3,17089.8,3297.85
12724.5,17182.7,3290.6
12631.6,17182.7,3272.52
12538.7,17089.8,3260.76
12445.8,17089.8,3260.36
12538.7,17182.7,3247.66
12445.8,17182.7,3244.14
12352.9,17182.7,3243.21
12260.1,17182.7,3244.67
12167.2,17182.7,3252.58
12074.3,17275.5,3249.46
11981.4,17368.4,3252.05
11981.4,17275.5,3261.09
11888.5,17368.4,3264.21
11795.7,17461.3,3268.27
11795.7,17368.4,3277.91
11702.8,17461.3,3283.56
11609.9,17461.3,3295.72
11702.8,17368.4,3300.77
11609.9,17275.5,3283.09
11702.8,17182.7,3272.19
11702.8,17089.8,3265.48
11609.9,17182.7,3247.99
11609.9,17089.8,3235.43
11609.9,16996.9,3232.18
11517,16904,3222.74
11517,16996.9,3211.57
11424.1,16904,3205.92
11424.1,16996.9,3197.08
11331.3,16904,3191.83
11331.3,16996.9,3182.66
11331.3,17089.8,3179.2
11238.4,16996.9,3167.9
11238.4,17089.8,3163.18
11145.5,16996.9,3155.6
11145.5,17089.8,3150.49
11052.6,16996.9,3144.57
11052.6,17089.8,3137.26
11052.6,17182.7,3131.14
10959.8,17089.8,3125.03
10959.8,17182.7,3115.19
10866.9,17089.8,3111.34
10866.9,17182.7,3100.1
10774,17089.8,3092.26
10774,17182.7,3084.95
10681.1,17089.8,3071.92
10681.1,17182.7,3069.79
10681.1,17275.5,3068.66
10588.2,17182.7,3051.65
10588.2,17089.8,3048.79
10495.4,17182.7,3032.04
10495.4,17089.8,3024.73
10495.4,16996.9,3017.55
10495.4,16904,3022
10402.5,16811.1,3003.66
10309.6,16718.3,2996.74
10216.7,16625.4,2994.29
10123.8,16532.5,2991.89
10123.8,16625.4,2977.8
10031,16532.5,2974.68
10031,16625.4,2962.31
10123.8,16718.3,2960.32
10216.7,16811.1,2955.93
10216.7,16904,2949.22
10216.7,16996.9,2947.49
10123.8,16904,2939.58
10123.8,16996.9,2937.06
10031,16904,2930.08
10031,16996.9,2927.02
10031,17089.8,2921.97
9938.08,16996.9,2916.58
9845.2,16904,2911.2
9752.32,16904,2906.55
9659.44,16904,2902.29
9752.32,16996.9,2891.33
9659.44,16996.9,2879.76
9566.56,16996.9,2870.52
9659.44,17089.8,2856.5
9566.56,17089.8,2849.05
9659.44,17182.7,2841.74
9566.56,17182.7,2832.63
9659.44,17275.5,2823.86
9566.56,17275.5,2818.74
9473.68,17368.4,2811.23
9380.8,17368.4,2800.86
9473.68,17461.3,2792.75
9566.56,17461.3,2783.38
9659.44,17461.3,2780.32
9752.32,17554.2,2770.95
9659.44,17554.2,2758.46
9752.32,17647.1,2748.75
9752.32,17739.9,2746.29
9752.32,17832.8,2743.37
9659.44,17925.7,2737.92
9566.56,17925.7,2735.19
9473.68,17925.7,2732.47
9380.8,17925.7,2726.48
9380.8,18018.6,2721.43
9287.93,17925.7,2716.58
9195.05,17832.8,2711.06
9195.05,17925.7,2703.89
9102.17,17832.8,2692.19
9102.17,17925.7,2688.07
9102.17,18018.6,2685.61
9102.17,18111.5,2678.23
9195.05,18204.3,2674.31
9287.93,18297.2,2672.38
9380.8,18390.1,2666.4
9380.8,18483,2657.09
9380.8,18575.9,2656.76
9380.8,18668.7,2655.9
9287.93,18761.6,2631.83
9195.05,18854.5,2625.05
9102.17,18947.4,2590.16
9009.29,19040.2,2559.72
8916.41,19133.1,2556.46
8823.53,19226,2561.91
8730.65,19318.9,2574.8
8637.77,19411.8,2560.31
8637.77,19318.9,2546.42
8544.89,19411.8,2529.07
8637.77,19504.6,2502.02
8637.77,19597.5,2472.64
8544.89,19504.6,2462.54
8452.01,19504.6,2452.3
8544.89,19597.5,2434.62
8544.89,19690.4,2411.96
8544.89,19783.3,2391.42
8452.01,19690.4,2383.04
8452.01,19783.3,2368.75
8544.89,19876.2,2359.05
8452.01,19876.2,2342.5
8544.89,19969,2340.44
8637.77,20061.9,2329.6
8637.77,20154.8,2312.65
8544.89,20061.9,2300.56
8452.01,20061.9,2294.71
8452.01,20154.8,2286.13
8359.13,20061.9,2278.36
8266.25,19969,2244.32
8266.25,20061.9,2229.04
8266.25,20154.8,2217.74
8173.37,20061.9,2188.82
8173.37,20154.8,2184.97
8173.37,20247.7,2183.24
8173.37,20340.6,2181.58
8080.5,20247.7,2173.73
8080.5,20340.6,2170.34
8080.5,20433.4,2159.64
8080.5,20526.3,2159.24
7987.62,20433.4,2145.49
7987.62,20526.3,2139.57
7987.62,20619.2,2136.65
7987.62,20712.1,2134.92
7987.62,20805,2125.68
7894.74,20712.1,2112.52
7894.74,20805,2108.6
7894.74,20897.8,2102.81
7801.86,20990.7,2088.79
7801.86,21083.6,2085.73
7801.86,21176.5,2073.83
7801.86,21269.3,2065.26
7801.86,21362.2,2059.81
7801.86,21455.1,2057.28
7708.98,21362.2,2040.73
7616.1,21455.1,2035.75
7523.22,21455.1,2027.5
7616.1,21362.2,2023.52
7616.1,21269.3,2016.07
7523.22,21362.2,2010.42
7430.34,21455.1,2007.83
7337.46,21455.1,2006.63
7430.34,21362.2,1995.07
7523.22,21269.3,1993.8
7523.22,21176.5,1990.35
7430.34,21269.3,1982.57
7337.46,21362.2,1979.91
7337.46,21269.3,1971.21
7430.34,21176.5,1962.96
7337.46,21176.5,1956.32
7244.58,21269.3,1955.45
7244.58,21176.5,1940.03
7337.46,21083.6,1937.04
7244.58,20990.7,1921.55
7244.58,20897.8,1921.82
7244.58,20805,1920.36
7244.58,20712.1,1914.38
7244.58,20619.2,1900.75
7151.7,20712.1,1883.47
7151.7,20619.2,1880.01
7151.7,20526.3,1867.85
7058.82,20619.2,1858.14
7058.82,20712.1,1853.42
7058.82,20805,1835.34
6965.94,20712.1,1820.79
6965.94,20805,1814.41
6873.07,20712.1,1791.08
6873.07,20619.2,1766.55
6873.07,20526.3,1762.1
6873.07,20433.4,1749.53
6780.19,20433.4,1740.43
6687.31,20340.6,1736.04
